mineral,anio,empresa,propietarios,capital,ubicacion,capacidad,unidad_capacidad,fuente,nota
plomo-zinc,2006,"Minera San Francisco del Oro, S.A. de C.V.","Empresas Frisco, S.A. de C.V. 100%",privado mexicano,"San Francisco del Oro, cerca de Hidalgo del Parral, Chih.","15 plomo; 21 zinc",miles t,"USGS MYB Mexico 2006, Tabla 2, PDF p.8",
barita,2007,"Barita de Sonora, S.A.","Grupo Acerero del Norte, S.A. de C.V. (GAN) 100%",privado mexicano,"Mazatán, Son.",219,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.11",
barita,2007,"Minerales y Arcillas, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Mina San Francisco del Huerto en San Pedro, Coah.; minas La Escondida y Angelita y planta en Galeana",55,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.11",
barita,2007,"Barita de Santa Rosa, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Múzquiz, Coah.",256,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.11",
cobre,2007,"Mexicana de Cobre, S.A.B. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina La Caridad, fundición, refinería, planta SX-EW y de alambrón en Nacozari de García, Son.",350 fundición; 50 SX-EW; 300 refinería; 150 alambrón,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.11",
cobre,2007,"Mexicana de Cananea, S.A.B. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina y planta SX-EW en Cananea, Son.","29,200 molienda; 33 SX-EW",miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.11",
cobre,2007,"Minera María, S.A. de C.V.",Grupo Frisco 100%,privado mexicano,"Mina y planta SX-EW en Cananea, Son.",20 SX-EW,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.11",
cobre,2007,"Cobre de México, S.A. de C.V.",Grupo Condumex,privado mexicano,"Refinería primaria en Ciudad de México y refinería secundaria en Villagrán, Gto.",150,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.11","refinería, no mina"
fluorita,2007,"Cía. Minera Las Cuevas, S.A. de C.V.","Mexichem, S.A. de C.V.",privado mexicano,"Salitrera (Zaragoza), S.L.P.",520,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",
fluorita,2007,"Fluorita de México, S.A. de C.V.",Corp. Alfil 51%; Applied Industrial Minerals Corp. 49%,mixto mexicano-estadounidense,"Minas en distrito La Encantada y planta en Múzquiz, Coah.",150,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",
grafito,2007,"Grafitos Mexicanos, S.A.",Cummings Moore Graphite Co. (EUA) 25%; privado mexicano 75%,mixto mexicano-estadounidense,"Minas Lourdes y San Francisco, Son.",60,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",
grafito,2007,"Grafito Superior, S.A. de C.V.",Superior Graphite Co. 100%,estadounidense,"Minas Covalmar, Santa Clara y Río Mayo y planta en Son.",25,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",
manganeso,2007,"Cía. Minera Autlán, S.A. de C.V.","Grupo Ferrominero, S.A. de C.V. 81.75%; privado mexicano 18.25%",privado mexicano,"Minas Molango, Naopa y Nonoalco, Hgo.",600,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",capacidad en mineral y concentrado
oro,2007,"Minera Fresnillo, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Proaño (Fresnillo), Zac.",1200,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,"Minas de las Altas Pimerías, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina El Sauzal, Chih.",10000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,Peñoles 56% y Newmont Mining Corporation,"Peñoles, S.A. de C.V. 56%; Newmont Mining Corporation 44%",mixto mexicano-estadounidense,"Mina La Herradura, Son.",6900,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,"Luismín, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina San Dimas, Dgo. (dos minas)",6500,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,"Gammon Lake de México, S.A. de C.V.",Gammon Lake Resources Inc. 100%,canadiense,"Mina Ocampo, Chih.",5000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",4500,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,"Cía. Minera de Santa Gertrudis, S.A. de C.V.",Grupo Ariztegui 51%; Phelps Dodge Corp. 49%,mixto mexicano-estadounidense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,"Cía. Minera El Cubo, S.A. de C.V.",Gammon Lake Resources Inc. 100%,canadiense,"Mina El Cubo, Gto.",1200,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,"Exploraciones El Dorado, S.A. de C.V.",Exploraciones El Dorado 70%; Minerales Sotula 30%,privado mexicano,"Mina La Colorada, Son.",800,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,Alamos Gold Inc.,Alamos Gold Inc.,canadiense,"Mina Mulatos, Son.",4700,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,Sociedad Cooperativa Minero Metalúrgica Santa Fe de Guanajuato,privado mexicano 100%,privado mexicano,"Guanajuato, Gto.",438,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro de mina
oro,2007,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Torreón, Coah.",22700,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",oro REFINADO
plata,2007,"Minera Fresnillo, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Proaño (Fresnillo), Zac.",1100000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de mina
plata,2007,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",65800,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de mina
plata,2007,"Minera Bismark, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Bismark, Chih.",7000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de mina
plata,2007,"Co. Minera Sabinas, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",157000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de mina
plata,2007,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 50%",privado mexicano,"Mina Tizapa, Méx.",140000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de mina
plata,2007,"Minas Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 50%",privado mexicano,"Mina Francisco I. Madero, Zac.",63000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de mina
plata,2007,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A. de C.V. 90%",privado mexicano,"San Martín, Sombrerete, Zac.; Taxco, Gro.; Charcas, S.L.P.; Santa Eulalia, Chih.; refinería en Monterrey, N.L.",335000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de mina
plata,2007,Pan American Silver Corp.,Pan American Silver Corp.,canadiense,"Mina La Colorada, Zac.",100000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de mina
plata,2007,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Torreón, Coah.",2900000,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata REFINADA (refinería)
plata,2007,"Mexicana de Cobre, S.A. de C.V.","Grupo México, S.A. de C.V. 90%",privado mexicano,"Complejo metalúrgico La Caridad, Son.",466500,kg,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",plata de subproducto/refinería
plomo-zinc,2007,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; San Martín, Zac.; Santa Eulalia, Chih.; Taxco, Gro.; Rosario, Sin.; Santa Bárbara, Chih.; Velardeña, Dgo.; refinería de plomo en Monterrey y de zinc en S.L.P.",70 plomo mina; 110 zinc refinado,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",
plomo-zinc,2007,"Industrias Peñoles, S.A. de C.V.",privado mexicano 97%; privado estadounidense 3%,privado mexicano,"Minas La Encantada, Coah.; Fresnillo, Zac.; Naica, Chih.; Bismark, Son.; Rey de Plata, Gro. (Peñoles 51%, Dowa Mining Co. 39%); complejo metalúrgico en Torreón, Coah.",180 plomo refinado; 240 zinc refinado,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",
plomo-zinc,2007,"Industrias Peñoles, S.A. de C.V. (Francisco I. Madero)",privado mexicano 97%; privado estadounidense 3%,privado mexicano,"Mina Francisco I. Madero, Zac.","100,000 zinc",t,"USGS MYB Mexico 2007, Tabla 2, PDF p.13",
plomo-zinc,2007,"Minera San Francisco del Oro, S.A. de C.V.","Empresas Frisco, S.A. de C.V. 100%",privado mexicano,"San Francisco del Oro, cerca de Hidalgo del Parral, Chih.",15 plomo; 21 zinc,miles t,"USGS MYB Mexico 2007, Tabla 2, PDF p.12",
barita,2008,"Barita de Sonora, S.A.","Grupo Acerero del Norte, S.A. de C.V. (GAN) 100%",privado mexicano,"Mazatán, Son.",219,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.10",
barita,2008,"Minerales y Arcillas, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Mina San Francisco del Huerto en San Pedro, Coah.; minas La Escondida y Angelita y planta en Galeana",55,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.10",
barita,2008,"Barita de Santa Rosa, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Múzquiz, Coah.",256,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.10",
cobre,2008,"Mexicana de Cobre, S.A.B. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina La Caridad, fundición, refinería, planta SX-EW y de alambrón en Nacozari de García, Son.",350 fundición; 50 SX-EW; 300 refinería; 150 alambrón,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.10",
cobre,2008,"Mexicana de Cananea, S.A.B. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina y planta SX-EW en Cananea, Son.","29,200 molienda; 33 SX-EW",miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.10",
cobre,2008,"Minera María, S.A. de C.V.",Grupo Frisco 100%,privado mexicano,"Mina y planta SX-EW en Cananea, Son.",20 SX-EW,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.10",
cobre,2008,"Cobre de México, S.A. de C.V.",Grupo Condumex,privado mexicano,"Refinería primaria en Ciudad de México y refinería secundaria en Villagrán, Gto.",150,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.10","refinería, no mina"
fluorita,2008,"Cía. Minera Las Cuevas, S.A. de C.V.","Mexichem, S.A. de C.V.",privado mexicano,"Salitrera (Zaragoza), S.L.P.",520,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",
fluorita,2008,"Fluorita de México, S.A. de C.V.",Corp. Alfil 51%; Applied Industrial Minerals Corp. 49%,mixto mexicano-estadounidense,"Minas en distrito La Encantada y planta en Múzquiz, Coah.",150,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",
grafito,2008,"Grafitos Mexicanos, S.A.",Cummings Moore Graphite Co. (EUA) 25%; privado mexicano 75%,mixto mexicano-estadounidense,"Minas Lourdes y San Francisco, Son.",60,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",
grafito,2008,"Grafito Superior, S.A. de C.V.",Superior Graphite Co. 100%,estadounidense,"Minas Covalmar, Santa Clara y Río Mayo y planta en Son.",25,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",
manganeso,2008,"Cía. Minera Autlán, S.A. de C.V.","Grupo Ferrominero, S.A. de C.V. 81.75%; privado mexicano 18.25%",privado mexicano,"Minas Molango, Naopa y Nonoalco, Hgo.",600,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",capacidad en mineral y concentrado
oro,2008,"Minera Fresnillo, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Proaño (Fresnillo), Zac.",1200,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,"Minas de las Altas Pimerías, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina El Sauzal, Chih.",10000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,Peñoles 56% y Newmont Mining Corporation,"Peñoles, S.A. de C.V. 56%; Newmont Mining Corporation 44%",mixto mexicano-estadounidense,"Mina La Herradura, Son.",6900,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,"Luismín, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina San Dimas, Dgo. (dos minas)",6500,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,"Gammon Lake de México, S.A. de C.V.",Gammon Lake Resources Inc. 100%,canadiense,"Mina Ocampo, Chih.",5000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",4500,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,"Cía. Minera de Santa Gertrudis, S.A. de C.V.",Grupo Ariztegui 51%; Phelps Dodge Corp. 49%,mixto mexicano-estadounidense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,"Cía. Minera El Cubo, S.A. de C.V.",Gammon Lake Resources Inc. 100%,canadiense,"Mina El Cubo, Gto.",1200,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,"Exploraciones El Dorado, S.A. de C.V.",Exploraciones El Dorado 70%; Minerales Sotula 30%,privado mexicano,"Mina La Colorada, Son.",800,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,Alamos Gold Inc.,Alamos Gold Inc.,canadiense,"Mina Mulatos, Son.",4700,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,Sociedad Cooperativa Minero Metalúrgica Santa Fe de Guanajuato,privado mexicano 100%,privado mexicano,"Guanajuato, Gto.",438,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro de mina
oro,2008,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Torreón, Coah.",22700,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",oro REFINADO
plata,2008,"Minera Fresnillo, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Proaño (Fresnillo), Zac.",1100000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de mina
plata,2008,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",65800,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de mina
plata,2008,"Minera Bismark, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Bismark, Chih.",7000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de mina
plata,2008,"Co. Minera Sabinas, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina Sabinas, Zac.",157000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de mina
plata,2008,"Minera Tizapa, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 50%",privado mexicano,"Mina Tizapa, Méx.",140000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de mina
plata,2008,"Minas Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 50%",privado mexicano,"Mina Francisco I. Madero, Zac.",63000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de mina
plata,2008,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A. de C.V. 90%",privado mexicano,"San Martín, Sombrerete, Zac.; Taxco, Gro.; Charcas, S.L.P.; Santa Eulalia, Chih.; refinería en Monterrey, N.L.",335000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de mina
plata,2008,Pan American Silver Corp.,Pan American Silver Corp.,canadiense,"Mina La Colorada, Zac.; Alamo Dorado, Son.",100000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de mina
plata,2008,"Met-Mex Peñoles, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Torreón, Coah.",2900000,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata REFINADA (refinería)
plata,2008,"Mexicana de Cobre, S.A. de C.V.","Grupo México, S.A. de C.V. 90%",privado mexicano,"Complejo metalúrgico La Caridad, Son.",466500,kg,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",plata de subproducto/refinería
plomo-zinc,2008,"Industrial Minera México, S.A. de C.V. (IMMSA)","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Charcas, S.L.P.; San Martín, Zac.; Santa Eulalia, Chih.; Taxco, Gro.; Rosario, Sin.; Santa Bárbara, Chih.; Velardeña, Dgo.; refinería de plomo en Monterrey y de zinc en S.L.P.",70 plomo mina; 110 zinc refinado,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",
plomo-zinc,2008,"Industrias Peñoles, S.A. de C.V.",privado mexicano 97%; privado estadounidense 3%,privado mexicano,"Minas La Encantada, Coah.; Fresnillo, Zac.; Naica, Chih.; Bismark, Son.; Rey de Plata, Gro. (Peñoles 51%, Dowa Mining Co. 39%); complejo metalúrgico en Torreón, Coah.",180 plomo refinado; 240 zinc refinado,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",
plomo-zinc,2008,"Industrias Peñoles, S.A. de C.V. (Francisco I. Madero)",privado mexicano 97%; privado estadounidense 3%,privado mexicano,"Mina Francisco I. Madero, Zac.","100,000 zinc",t,"USGS MYB Mexico 2008, Tabla 2, PDF p.12",
plomo-zinc,2008,"Minera San Francisco del Oro, S.A. de C.V.","Empresas Frisco, S.A. de C.V. 100%",privado mexicano,"San Francisco del Oro, cerca de Hidalgo del Parral, Chih.",15 plomo; 21 zinc,miles t,"USGS MYB Mexico 2008, Tabla 2, PDF p.11",
barita,2009,"Barita de Sonora, S.A.","Grupo Acerero del Norte, S.A. de C.V. (GAN) 100%",privado mexicano,"Mazatán, Son.",219,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.10",
barita,2009,"Minerales y Arcillas, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Mina San Francisco del Huerto en San Pedro, Coah.; minas La Escondida y Angelita y planta en Galeana",55,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.10",
barita,2009,"Barita de Santa Rosa, S.A. de C.V.",privado mexicano 100%,privado mexicano,"Múzquiz, Coah.",256,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.10",
cobre,2009,"Mexicana de Cobre, S.A.B. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina La Caridad, fundición, refinería, planta SX-EW y de alambrón en Nacozari de García, Son.",350 fundición; 50 SX-EW; 300 refinería; 150 alambrón,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.10",
cobre,2009,"Mexicana de Cananea, S.A.B. de C.V.","Grupo México, S.A.B. de C.V. 90%",privado mexicano,"Mina y planta SX-EW en Cananea, Son.","29,200 molienda; 33 SX-EW",miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.10",
cobre,2009,"Minera María, S.A. de C.V.",Grupo Frisco 100%,privado mexicano,"Mina y planta SX-EW en Cananea, Son.",20 SX-EW,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.10",
cobre,2009,"Cobre de México, S.A. de C.V.",Grupo Condumex,privado mexicano,"Refinería primaria en Ciudad de México y refinería secundaria en Villagrán, Gto.",150,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.10","refinería, no mina"
fluorita,2009,"Cía. Minera Las Cuevas, S.A. de C.V.","Mexichem, S.A. de C.V.",privado mexicano,"Salitrera (Zaragoza), S.L.P.",520,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",
fluorita,2009,"Fluorita de México, S.A. de C.V.",Corp. Alfil 51%; Applied Industrial Minerals Corp. 49%,mixto mexicano-estadounidense,"Minas en distrito La Encantada y planta en Múzquiz, Coah.",150,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",
grafito,2009,"Grafitos Mexicanos, S.A.",Cummings Moore Graphite Co. (EUA) 25%; privado mexicano 75%,mixto mexicano-estadounidense,"Minas Lourdes y San Francisco, Son.",60,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",
grafito,2009,"Grafito Superior, S.A. de C.V.",Superior Graphite Co. 100%,estadounidense,"Minas Covalmar, Santa Clara y Río Mayo y planta en Son.",25,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",
manganeso,2009,"Cía. Minera Autlán, S.A. de C.V.","Grupo Ferrominero, S.A. de C.V. 81.75%; privado mexicano 18.25%",privado mexicano,"Minas Molango, Naopa y Nonoalco, Hgo.",600,miles t,"USGS MYB Mexico 2009, Tabla 2, PDF p.12",capacidad en mineral y concentrado
oro,2009,Fresnillo plc,"Industrias Peñoles, S.A.B. de C.V. 77.1%",privado mexicano,"Mina Proaño (Fresnillo), Zac.",1200,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11","oro de mina; CAMBIO: entidad ahora Fresnillo plc (IPO 2008), Peñoles conserva 77.1%"
oro,2009,"Minas de las Altas Pimerías, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina El Sauzal, Chih.",10000,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",oro de mina
oro,2009,Fresnillo plc 56% y Newmont Mining Corporation,Fresnillo plc 56%; Newmont Mining Corporation 44%,mixto mexicano-estadounidense,"Mina La Herradura, Son.",6900,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",oro de mina; CAMBIO: participante ahora Fresnillo plc (antes Peñoles directo)
oro,2009,"Luismín, S.A. de C.V.",Goldcorp Inc. 100%,canadiense,"Mina San Dimas, Dgo. (dos minas)",6500,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",oro de mina
oro,2009,"Gammon Lake de México, S.A. de C.V.",Gammon Lake Resources Inc. 100%,canadiense,"Mina Ocampo, Chih.",5000,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",oro de mina
oro,2009,"Minera Mexicana La Ciénega, S.A. de C.V.","Industrias Peñoles, S.A. de C.V. 100%",privado mexicano,"Mina La Ciénega, Dgo.",4500,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",oro de mina
oro,2009,Animas Resources Ltd.,Animas Resources Ltd. 100%,canadiense,"Mina Santa Gertrudis, Son.",1600,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",oro de mina; CAMBIO: matriz ahora Animas Resources (antes Grupo Ariztegui/Phelps Dodge)
oro,2009,"Cía. Minera El Cubo, S.A. de C.V.",Gammon Lake Resources Inc. 100%,canadiense,"Mina El Cubo, Gto.",1200,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",oro de mina
oro,2009,Pediment Gold Corp.,Pediment Gold Corp. 100%,canadiense,"Mina La Colorada, Son.",800,kg,"USGS MYB Mexico 2009, Tabla 2, PDF p.11",oro de mina; CAMBIO: matriz ahora Pediment Gold (antes Exploraciones El Dorado/Sotula)
